Date,Open,High,Low,Close,VWAP,Volume,Return,$ Chg,Trade Val,# Trades,
2023-12-15,--,--,--,38.34,--,--,0.50%,0.189188,--,--,
2023-12-14,--,--,--,38.15,--,--,-0.17%,-0.066217,--,--,
2023-12-13,--,--,--,38.22,--,--,1.25%,0.472971,--,--,
2023-12-12,--,--,--,37.74,--,--,0.81%,0.302701,--,--,
2023-12-11,--,--,--,37.44,--,--,0.84%,0.31216,--,--,
2023-12-08,--,--,--,37.13,--,--,0.38%,0.141891,--,--,
2023-12-07,--,--,--,36.99,--,--,1.48%,0.539186,--,--,
2023-12-06,--,--,--,36.45,--,--,-0.57%,-0.208106,--,--,
2023-12-05,--,--,--,36.66,--,--,0.23%,0.085133,--,--,
2023-12-04,--,--,--,36.57,--,--,-0.97%,-0.359457,--,--,
2023-12-01,--,--,--,36.93,--,--,0.31%,0.113514,--,--,
2023-11-30,--,--,--,36.82,--,--,-0.26%,-0.094594,--,--,
2023-11-29,--,--,--,36.91,--,--,-0.10%,-0.037838,--,--,
2023-11-28,--,--,--,36.95,--,--,0.26%,0.094594,--,--,
2023-11-27,--,--,--,36.85,--,--,-0.15%,-0.056756,--,--,
2023-11-24,--,--,--,36.91,--,--,-0.15%,-0.056757,--,--,
2023-11-23,--,--,--,36.97,--,--,0.00%,--,--,--,
2023-11-22,--,--,--,36.97,--,--,0.41%,0.151351,--,--,
2023-11-21,--,--,--,36.82,--,--,-0.59%,-0.217567,--,--,
2023-11-20,--,--,--,37.03,--,--,1.16%,0.425674,--,--,
2023-11-17,--,--,--,36.61,--,--,0.00%,--,--,--,
2023-11-16,--,--,--,36.61,--,--,0.16%,0.056756,--,--,
2023-11-15,--,--,--,36.55,--,--,0.05%,0.018918,--,--,
2023-11-14,--,--,--,36.53,--,--,2.03%,0.728375,--,--,
2023-11-13,--,--,--,35.8,--,--,-0.29%,-0.104054,--,--,
2023-11-10,--,--,--,35.91,--,--,2.24%,0.785131,--,--,
2023-11-09,--,--,--,35.12,--,--,-0.80%,-0.283782,--,--,
2023-11-08,--,--,--,35.41,--,--,0.13%,0.047297,--,--,
2023-11-07,--,--,--,35.36,--,--,0.95%,0.331078,--,--,
2023-11-06,--,--,--,35.03,--,--,0.35%,0.122973,--,--,
2023-11-03,--,--,--,34.91,--,--,1.18%,0.406754,--,--,
2023-11-02,--,--,--,34.5,--,--,1.70%,0.577024,--,--,
2023-11-01,--,--,--,33.92,--,--,1.79%,0.595942,--,--,
2023-10-31,--,--,--,33.33,--,--,0.51%,0.170269,--,--,
2023-10-30,--,--,--,33.16,--,--,1.10%,0.359457,--,--,
2023-10-27,--,--,--,32.8,--,--,0.49%,0.16081,--,--,
2023-10-26,--,--,--,32.63,--,--,-1.91%,-0.633779,--,--,
2023-10-25,--,--,--,33.27,--,--,-2.50%,-0.851346,--,--,
2023-10-24,--,--,--,34.12,--,--,0.98%,0.331078,--,--,
2023-10-23,--,--,--,33.79,--,--,0.28%,0.094594,--,--,
2023-10-20,--,--,--,33.69,--,--,-1.49%,-0.510807,--,--,
2023-10-19,--,--,--,34.21,--,--,-0.85%,-0.293242,--,--,
2023-10-18,--,--,--,34.5,--,--,-1.41%,-0.491889,--,--,
2023-10-17,--,--,--,34.99,--,--,-0.32%,-0.113513,--,--,
2023-10-16,--,--,--,35.1,--,--,1.15%,0.397295,--,--,
2023-10-13,--,--,--,34.71,--,--,-1.24%,-0.435132,--,--,
2023-10-12,--,--,--,35.14,--,--,-0.38%,-0.132432,--,--,
2023-10-11,--,--,--,35.27,--,--,0.73%,0.255404,--,--,
2023-10-10,--,--,--,35.02,--,--,1.04%,0.359457,--,--,
2023-10-06,--,--,--,34.66,--,--,1.67%,0.567564,--,--,
2023-10-05,--,--,--,34.09,--,--,-0.36%,-0.122972,--,--,
2023-10-04,--,--,--,34.21,--,--,1.46%,0.49189,--,--,
2023-10-03,--,--,--,33.72,--,--,-1.85%,-0.633781,--,--,
2023-10-02,--,--,--,34.36,--,--,0.83%,0.283783,--,--,
2023-09-29,--,--,--,34.07,--,--,0.08%,0.028377,--,--,
2023-09-28,--,--,--,34.04,--,--,0.84%,0.283783,--,--,
2023-09-27,--,--,--,33.76,--,--,0.25%,0.085135,--,--,
2023-09-26,--,--,--,33.68,--,--,-1.52%,-0.520268,--,--,
2023-09-25,--,--,--,34.2,--,--,0.45%,0.15135,--,--,
2023-09-22,--,--,--,34.04,--,--,0.06%,0.01892,--,--,
2023-09-21,--,--,--,34.03,--,--,-1.83%,-0.633781,--,--,
2023-09-20,--,--,--,34.66,--,--,-1.45%,-0.510807,--,--,
2023-09-19,--,--,--,35.17,--,--,-0.22%,-0.075676,--,--,
2023-09-18,--,--,--,35.25,--,--,0.13%,0.047297,--,--,
2023-09-15,--,--,--,35.2,--,--,-1.74%,-0.624321,--,--,
2023-09-14,--,--,--,35.82,--,--,0.83%,0.293242,--,--,
2023-09-13,--,--,--,35.53,--,--,0.37%,0.132432,--,--,
2023-09-12,--,--,--,35.4,--,--,-1.11%,-0.397295,--,--,
2023-09-11,--,--,--,35.79,--,--,1.18%,0.416213,--,--,
2023-09-08,--,--,--,35.38,--,--,0.13%,0.047297,--,--,
2023-09-07,--,--,--,35.33,--,--,-0.74%,-0.264863,--,--,
2023-09-06,--,--,--,35.6,--,--,-0.87%,-0.31216,--,--,
2023-09-05,--,--,--,35.91,--,--,0.11%,0.037838,--,--,
2023-09-01,--,--,--,35.87,--,--,-0.08%,-0.028378,--,--,
2023-08-31,--,--,--,35.9,--,--,0.26%,0.094594,--,--,
2023-08-30,--,--,--,35.8,--,--,0.56%,0.198647,--,--,
2023-08-29,--,--,--,35.61,--,--,2.14%,0.747293,--,--,
2023-08-28,--,--,--,34.86,--,--,0.74%,0.255404,--,--,
2023-08-25,--,--,--,34.6,--,--,0.83%,0.283782,--,--,
2023-08-24,--,--,--,34.32,--,--,-2.18%,-0.766212,--,--,
2023-08-23,--,--,--,35.08,--,--,1.62%,0.558104,--,--,
2023-08-22,--,--,--,34.53,--,--,-0.19%,-0.066215,--,--,
2023-08-21,--,--,--,34.59,--,--,1.64%,0.558104,--,--,
2023-08-18,--,--,--,34.03,--,--,-0.17%,-0.056756,--,--,
2023-08-17,--,--,--,34.09,--,--,-1.07%,-0.368916,--,--,
2023-08-16,--,--,--,34.46,--,--,-1.06%,-0.368917,--,--,
2023-08-15,--,--,--,34.83,--,--,-1.10%,-0.387835,--,--,
2023-08-14,--,--,--,35.22,--,--,1.17%,0.406754,--,--,
2023-08-11,--,--,--,34.81,--,--,-0.65%,-0.227026,--,--,
2023-08-10,--,--,--,35.04,--,--,0.19%,0.066216,--,--,
2023-08-09,--,--,--,34.97,--,--,-1.12%,-0.397295,--,--,
2023-08-08,--,--,--,35.37,--,--,-0.03%,-0.00946,--,--,
2023-08-04,--,--,--,35.38,--,--,-0.51%,-0.179728,--,--,
2023-08-03,--,--,--,35.56,--,--,-0.11%,-0.037838,--,--,
2023-08-02,--,--,--,35.6,--,--,-2.23%,-0.813508,--,--,
2023-08-01,--,--,--,36.41,--,--,-0.26%,-0.094594,--,--,
2023-07-31,--,--,--,36.5,--,--,0.03%,0.009459,--,--,
2023-07-28,--,--,--,36.49,--,--,1.85%,0.662158,--,--,
2023-07-27,--,--,--,35.83,--,--,-0.21%,-0.075675,--,--,
2023-07-26,--,--,--,35.91,--,--,-0.39%,-0.141891,--,--,
2023-07-25,--,--,--,36.05,--,--,0.74%,0.264863,--,--,
2023-07-24,--,--,--,35.78,--,--,0.13%,0.047297,--,--,
2023-07-21,--,--,--,35.74,--,--,-0.26%,-0.094594,--,--,
2023-07-20,--,--,--,35.83,--,--,-2.27%,-0.832427,--,--,
2023-07-19,--,--,--,36.66,--,--,-0.10%,-0.037838,--,--,
2023-07-18,--,--,--,36.7,--,--,0.81%,0.293242,--,--,
2023-07-17,--,--,--,36.41,--,--,0.94%,0.340539,--,--,
2023-07-14,--,--,--,36.07,--,--,-0.03%,-0.00946,--,--,
2023-07-13,--,--,--,36.08,--,--,1.71%,0.605401,--,--,
2023-07-12,--,--,--,35.47,--,--,1.22%,0.425674,--,--,
2023-07-11,--,--,--,35.05,--,--,0.49%,0.170269,--,--,
2023-07-10,--,--,--,34.88,--,--,0.05%,0.018919,--,--,
2023-07-07,--,--,--,34.86,--,--,-0.35%,-0.122973,--,--,
2023-07-06,--,--,--,34.98,--,--,-0.75%,-0.264863,--,--,
2023-07-05,--,--,--,35.25,--,--,-0.03%,-0.009459,--,--,
2023-07-04,--,--,--,35.26,--,--,0.19%,0.066216,--,--,
2023-06-30,--,--,--,35.19,--,--,1.56%,0.539186,--,--,
2023-06-29,--,--,--,34.65,--,--,-0.16%,-0.056757,--,--,
2023-06-28,--,--,--,34.71,--,--,0.14%,0.047297,--,--,
2023-06-27,--,--,--,34.66,--,--,1.72%,0.586484,--,--,
2023-06-26,--,--,--,34.07,--,--,-1.34%,-0.463512,--,--,
2023-06-23,--,--,--,34.54,--,--,-0.95%,-0.331078,--,--,
2023-06-22,--,--,--,34.87,--,--,1.13%,0.387834,--,--,
2023-06-21,--,--,--,34.48,--,--,-1.33%,-0.46351,--,--,
2023-06-20,--,--,--,34.94,--,--,-0.08%,-0.028378,--,--,
2023-06-19,--,--,--,34.97,--,--,0.00%,--,--,--,
2023-06-16,--,--,--,34.97,--,--,-0.67%,-0.236485,--,--,
2023-06-15,--,--,--,35.21,--,--,1.11%,0.387836,--,--,
2023-06-14,--,--,--,34.82,--,--,0.71%,0.245944,--,--,
2023-06-13,--,--,--,34.57,--,--,0.74%,0.255404,--,--,
2023-06-12,--,--,--,34.32,--,--,1.74%,0.586482,--,--,
2023-06-09,--,--,--,33.73,--,--,0.28%,0.094594,--,--,
2023-06-08,--,--,--,33.64,--,--,1.25%,0.416215,--,--,
2023-06-07,--,--,--,33.22,--,--,-1.74%,-0.586483,--,--,
2023-06-06,--,--,--,33.81,--,--,0.00%,--,--,--,
2023-06-05,--,--,--,33.81,--,--,0.06%,0.018918,--,--,
2023-06-02,--,--,--,33.79,--,--,0.71%,0.236485,--,--,
2023-06-01,--,--,--,33.55,--,--,1.31%,0.435133,--,--,
2023-05-31,--,--,--,33.12,--,--,-0.71%,-0.236485,--,--,
2023-05-30,--,--,--,33.35,--,--,0.43%,0.141891,--,--,
2023-05-29,--,--,--,33.21,--,--,-0.03%,-0.009459,--,--,
2023-05-26,--,--,--,33.22,--,--,2.57%,0.832427,--,--,
2023-05-25,--,--,--,32.39,--,--,2.45%,0.775671,--,--,
2023-05-24,--,--,--,31.61,--,--,-0.48%,-0.15135,--,--,
2023-05-23,--,--,--,31.76,--,--,-0.94%,-0.302701,--,--,
2023-05-19,--,--,--,32.07,--,--,-0.24%,-0.075676,--,--,
2023-05-18,--,--,--,32.14,--,--,1.80%,0.567565,--,--,
2023-05-17,--,--,--,31.58,--,--,1.24%,0.387836,--,--,
2023-05-16,--,--,--,31.19,--,--,0.09%,0.028377,--,--,
2023-05-15,--,--,--,31.16,--,--,0.55%,0.17027,--,--,
2023-05-12,--,--,--,30.99,--,--,-0.37%,-0.113514,--,--,
2023-05-11,--,--,--,31.1,--,--,0.34%,0.104054,--,--,
2023-05-10,--,--,--,31,--,--,1.08%,0.331079,--,--,
2023-05-09,--,--,--,30.67,--,--,-0.67%,-0.208106,--,--,
2023-05-08,--,--,--,30.88,--,--,0.25%,0.075674,--,--,
2023-05-05,--,--,--,30.8,--,--,2.10%,0.633781,--,--,
2023-05-04,--,--,--,30.17,--,--,-0.38%,-0.113513,--,--,
2023-05-03,--,--,--,30.28,--,--,-0.62%,-0.189188,--,--,
2023-05-02,--,--,--,30.47,--,--,-0.89%,-0.274323,--,--,
2023-05-01,--,--,--,30.74,--,--,-0.12%,-0.037837,--,--,
2023-04-28,--,--,--,30.78,--,--,0.65%,0.198647,--,--,
2023-04-27,--,--,--,30.58,--,--,2.73%,0.813508,--,--,
2023-04-26,--,--,--,29.77,--,--,0.64%,0.189189,--,--,
2023-04-25,--,--,--,29.58,--,--,-1.88%,-0.567565,--,--,
2023-04-24,--,--,--,30.15,--,--,-0.25%,-0.075675,--,--,
2023-04-21,--,--,--,30.22,--,--,0.09%,0.028379,--,--,
2023-04-20,--,--,--,30.19,--,--,-0.78%,-0.236485,--,--,
2023-04-19,--,--,--,30.43,--,--,-0.03%,-0.00946,--,--,
2023-04-18,--,--,--,30.44,--,--,0.03%,0.00946,--,--,
2023-04-17,--,--,--,30.43,--,--,0.06%,0.018918,--,--,
2023-04-14,--,--,--,30.41,--,--,-0.25%,-0.075675,--,--,
2023-04-13,--,--,--,30.49,--,--,2.03%,0.605402,--,--,
2023-04-12,--,--,--,29.88,--,--,-0.91%,-0.274323,--,--,
2023-04-11,--,--,--,30.16,--,--,-0.65%,-0.198648,--,--,
2023-04-10,--,--,--,30.36,--,--,-0.09%,-0.028377,--,--,
2023-04-06,--,--,--,30.38,--,--,0.72%,0.217566,--,--,
2023-04-05,--,--,--,30.17,--,--,-0.99%,-0.302701,--,--,
2023-04-04,--,--,--,30.47,--,--,-0.34%,-0.104054,--,--,
2023-04-03,--,--,--,30.57,--,--,-0.28%,-0.085135,--,--,
2023-03-31,--,--,--,30.66,--,--,1.66%,0.501349,--,--,
2023-03-30,--,--,--,30.16,--,--,0.89%,0.264864,--,--,
2023-03-29,--,--,--,29.89,--,--,1.87%,0.548645,--,--,
2023-03-28,--,--,--,29.34,--,--,-0.51%,-0.15135,--,--,
2023-03-27,--,--,--,29.49,--,--,-0.80%,-0.236486,--,--,
2023-03-24,--,--,--,29.73,--,--,0.32%,0.094594,--,--,
2023-03-23,--,--,--,29.64,--,--,1.29%,0.378376,--,--,
2023-03-22,--,--,--,29.26,--,--,-1.37%,-0.406754,--,--,
2023-03-21,--,--,--,29.66,--,--,1.46%,0.425673,--,--,
2023-03-20,--,--,--,29.24,--,--,0.29%,0.085134,--,--,
2023-03-17,--,--,--,29.15,--,--,-0.48%,-0.14189,--,--,
2023-03-16,--,--,--,29.3,--,--,2.69%,0.766211,--,--,
2023-03-15,--,--,--,28.53,--,--,0.43%,0.122972,--,--,
2023-03-14,--,--,--,28.41,--,--,2.32%,0.64324,--,--,
2023-03-13,--,--,--,27.76,--,--,0.79%,0.217566,--,--,
2023-03-10,--,--,--,27.55,--,--,-1.39%,-0.387835,--,--,
2023-03-09,--,--,--,27.93,--,--,-1.80%,-0.510808,--,--,
2023-03-08,--,--,--,28.44,--,--,0.54%,0.151351,--,--,
2023-03-07,--,--,--,28.29,--,--,-1.22%,-0.349998,--,--,
2023-03-06,--,--,--,28.64,--,--,0.10%,0.028377,--,--,
2023-03-03,--,--,--,28.61,--,--,2.02%,0.567565,--,--,
2023-03-02,--,--,--,28.05,--,--,0.92%,0.255404,--,--,
2023-03-01,--,--,--,27.79,--,--,-0.88%,-0.245945,--,--,
2023-02-28,--,--,--,28.04,--,--,-0.10%,-0.028378,--,--,
2023-02-27,--,--,--,28.07,--,--,0.71%,0.198647,--,--,
2023-02-24,--,--,--,27.87,--,--,-1.70%,-0.482429,--,--,
2023-02-23,--,--,--,28.35,--,--,0.94%,0.264863,--,--,
2023-02-22,--,--,--,28.09,--,--,0.03%,0.00946,--,--,
2023-02-21,--,--,--,28.08,--,--,-2.40%,-0.690537,--,--,
2023-02-17,--,--,--,28.77,--,--,-0.69%,-0.198647,--,--,
2023-02-16,--,--,--,28.96,--,--,-1.92%,-0.567564,--,--,
2023-02-15,--,--,--,29.53,--,--,0.81%,0.236485,--,--,
2023-02-14,--,--,--,29.3,--,--,0.72%,0.208107,--,--,
2023-02-13,--,--,--,29.09,--,--,1.59%,0.454051,--,--,
2023-02-10,--,--,--,28.63,--,--,-0.62%,-0.179729,--,--,
2023-02-09,--,--,--,28.81,--,--,-0.88%,-0.255404,--,--,
2023-02-08,--,--,--,29.07,--,--,-1.82%,-0.539186,--,--,
2023-02-07,--,--,--,29.61,--,--,2.09%,0.605402,--,--,
2023-02-06,--,--,--,29,--,--,-0.84%,-0.245944,--,--,
2023-02-03,--,--,--,29.25,--,--,-1.78%,-0.529727,--,--,
2023-02-02,--,--,--,29.78,--,--,3.55%,1.0216,--,--,
2023-02-01,--,--,--,28.76,--,--,2.19%,0.614862,--,--,
2023-01-31,--,--,--,28.14,--,--,1.50%,0.416213,--,--,
2023-01-30,--,--,--,27.73,--,--,-2.01%,-0.567563,--,--,
2023-01-27,--,--,--,28.29,--,--,0.95%,0.264863,--,--,
2023-01-26,--,--,--,28.03,--,--,1.93%,0.529727,--,--,
2023-01-25,--,--,--,27.5,--,--,-0.27%,-0.075676,--,--,
2023-01-24,--,--,--,27.57,--,--,-0.21%,-0.056756,--,--,
2023-01-23,--,--,--,27.63,--,--,2.13%,0.577024,--,--,
2023-01-20,--,--,--,27.05,--,--,2.80%,0.737832,--,--,
2023-01-19,--,--,--,26.32,--,--,-1.00%,-0.264863,--,--,
2023-01-18,--,--,--,26.58,--,--,-1.23%,-0.331079,--,--,
2023-01-17,--,--,--,26.91,--,--,0.14%,0.037838,--,--,
2023-01-16,--,--,--,26.87,--,--,0.00%,--,--,--,
2023-01-13,--,--,--,26.87,--,--,0.71%,0.189188,--,--,
2023-01-12,--,--,--,26.69,--,--,0.46%,0.122972,--,--,
2023-01-11,--,--,--,26.56,--,--,1.74%,0.454052,--,--,
2023-01-10,--,--,--,26.11,--,--,0.88%,0.227025,--,--,
2023-01-09,--,--,--,25.88,--,--,0.59%,0.15135,--,--,
2023-01-06,--,--,--,25.73,--,--,2.76%,0.690537,--,--,
2023-01-05,--,--,--,25.04,--,--,-1.56%,-0.397295,--,--,
2023-01-04,--,--,--,25.44,--,--,0.49%,0.122973,--,--,
2023-01-03,--,--,--,25.31,--,--,-0.71%,-0.179729,--,--,
2022-12-30,--,--,--,25.49,--,--,-0.11%,-0.028379,--,--,
2022-12-29,--,--,--,25.52,--,--,2.55%,0.63378,--,--,
2022-12-28,--,--,--,24.89,--,--,-2.77%,-0.709455,--,--,
2022-12-23,--,--,--,25.6,--,--,0.27%,0.067819,--,--,
2022-12-22,--,--,--,25.53,--,--,-2.51%,-0.657246,--,--,
2022-12-21,--,--,--,26.19,--,--,1.46%,0.37557,--,--,
2022-12-20,--,--,--,25.81,--,--,-0.11%,-0.028168,--,--,
2022-12-19,--,--,--,25.84,--,--,-1.40%,-0.366181,--,--,
2022-12-16,--,--,--,26.21,--,--,-0.92%,-0.244119,--,--,
2022-12-15,--,--,--,26.45,--,--,-3.40%,-0.929534,--,--,
2022-12-14,--,--,--,27.38,--,--,-0.78%,-0.215953,--,--,
2022-12-13,--,--,--,27.6,--,--,1.07%,0.291066,--,--,
2022-12-12,--,--,--,27.3,--,--,1.25%,0.338014,--,--,
2022-12-09,--,--,--,26.97,--,--,-0.66%,-0.178396,--,--,
2022-12-08,--,--,--,27.14,--,--,1.23%,0.328623,--,--,
2022-12-07,--,--,--,26.82,--,--,-0.45%,-0.122061,--,--,
2022-12-06,--,--,--,26.94,--,--,-2.05%,-0.563353,--,--,
2022-12-05,--,--,--,27.5,--,--,-1.74%,-0.48824,--,--,
2022-12-02,--,--,--,27.99,--,--,-0.40%,-0.112671,--,--,
2022-12-01,--,--,--,28.1,--,--,0.13%,0.037556,--,--,
2022-11-30,--,--,--,28.06,--,--,4.51%,1.2112,--,--,
2022-11-29,--,--,--,26.85,--,--,-0.73%,-0.197174,--,--,
2022-11-28,--,--,--,27.05,--,--,-1.40%,-0.384958,--,--,
2022-11-25,--,--,--,27.44,--,--,-0.68%,-0.187785,--,--,
2022-11-24,--,--,--,27.62,--,--,0.00%,--,--,--,
2022-11-23,--,--,--,27.62,--,--,0.96%,0.262898,--,--,
2022-11-22,--,--,--,27.36,--,--,1.43%,0.384959,--,--,
2022-11-21,--,--,--,26.98,--,--,-1.03%,-0.281676,--,--,
2022-11-18,--,--,--,27.26,--,--,0.03%,0.009387,--,--,
2022-11-17,--,--,--,27.25,--,--,-0.21%,-0.056335,--,--,
2022-11-16,--,--,--,27.3,--,--,-1.36%,-0.375568,--,--,
2022-11-15,--,--,--,27.68,--,--,1.41%,0.384957,--,--,
2022-11-14,--,--,--,27.29,--,--,-0.95%,-0.262898,--,--,
2022-11-11,--,--,--,27.56,--,--,1.73%,0.469462,--,--,
2022-11-10,--,--,--,27.09,--,--,7.33%,1.8497,--,--,
2022-11-09,--,--,--,25.24,--,--,-2.33%,-0.600911,--,--,
2022-11-08,--,--,--,25.84,--,--,0.73%,0.187785,--,--,
2022-11-07,--,--,--,25.65,--,--,1.11%,0.281676,--,--,
2022-11-04,--,--,--,25.37,--,--,1.58%,0.394348,--,--,
2022-11-03,--,--,--,24.98,--,--,-2.03%,-0.516407,--,--,
2022-11-02,--,--,--,25.49,--,--,-3.38%,-0.891977,--,--,
2022-11-01,--,--,--,26.38,--,--,-1.02%,-0.272288,--,--,
2022-10-31,--,--,--,26.66,--,--,-1.22%,-0.328624,--,--,
2022-10-28,--,--,--,26.98,--,--,3.16%,0.826253,--,--,
2022-10-27,--,--,--,26.16,--,--,-1.83%,-0.48824,--,--,
2022-10-26,--,--,--,26.65,--,--,-2.27%,-0.619689,--,--,
2022-10-25,--,--,--,27.27,--,--,2.04%,0.544575,--,--,
2022-10-24,--,--,--,26.72,--,--,1.10%,0.291066,--,--,
2022-10-21,--,--,--,26.43,--,--,2.33%,0.600911,--,--,
2022-10-20,--,--,--,25.83,--,--,-0.51%,-0.131449,--,--,
2022-10-19,--,--,--,25.96,--,--,-0.40%,-0.103281,--,--,
2022-10-18,--,--,--,26.06,--,--,0.76%,0.197174,--,--,
2022-10-17,--,--,--,25.87,--,--,3.46%,0.863809,--,--,
2022-10-14,--,--,--,25,--,--,-3.09%,-0.798085,--,--,
2022-10-13,--,--,--,25.8,--,--,2.27%,0.572744,--,--,
2022-10-12,--,--,--,25.23,--,--,-0.04%,-0.00939,--,--,
2022-10-11,--,--,--,25.24,--,--,-2.26%,-0.582132,--,--,
2022-10-07,--,--,--,25.82,--,--,-3.88%,-1.0422,--,--,
2022-10-06,--,--,--,26.86,--,--,-0.73%,-0.197174,--,--,
2022-10-05,--,--,--,27.06,--,--,-0.07%,-0.018778,--,--,
2022-10-04,--,--,--,27.08,--,--,3.11%,0.816862,--,--,
2022-10-03,--,--,--,26.26,--,--,2.34%,0.600911,--,--,
2022-09-30,--,--,--,25.66,--,--,-1.76%,-0.460072,--,--,
2022-09-29,--,--,--,26.12,--,--,-2.83%,-0.760528,--,--,
2022-09-28,--,--,--,26.88,--,--,1.96%,0.516407,--,--,
2022-09-27,--,--,--,26.37,--,--,0.14%,0.037559,--,--,
2022-09-26,--,--,--,26.33,--,--,-0.50%,-0.13145,--,--,
2022-09-23,--,--,--,26.46,--,--,-1.68%,-0.450683,--,--,
2022-09-22,--,--,--,26.91,--,--,-1.21%,-0.328624,--,--,
2022-09-21,--,--,--,27.24,--,--,-1.79%,-0.497629,--,--,
2022-09-20,--,--,--,27.74,--,--,-0.84%,-0.234731,--,--,
2022-09-19,--,--,--,27.97,--,--,0.74%,0.206563,--,--,
2022-09-16,--,--,--,27.76,--,--,-0.54%,-0.150227,--,--,
2022-09-15,--,--,--,27.91,--,--,-1.72%,-0.488241,--,--,
2022-09-14,--,--,--,28.4,--,--,0.83%,0.234731,--,--,
2022-09-13,--,--,--,28.17,--,--,-5.48%,-1.6337,--,--,
2022-09-12,--,--,--,29.8,--,--,1.18%,0.347402,--,--,
2022-09-09,--,--,--,29.45,--,--,2.15%,0.61969,--,--,
2022-09-08,--,--,--,28.83,--,--,0.52%,0.150227,--,--,
2022-09-07,--,--,--,28.68,--,--,2.04%,0.572743,--,--,
2022-09-06,--,--,--,28.11,--,--,-0.73%,-0.206562,--,--,
2022-09-02,--,--,--,28.32,--,--,-1.44%,-0.413126,--,--,
2022-09-01,--,--,--,28.73,--,--,0.03%,0.009389,--,--,
2022-08-31,--,--,--,28.72,--,--,-0.55%,-0.159617,--,--,
2022-08-30,--,--,--,28.88,--,--,-1.16%,-0.338013,--,--,
2022-08-29,--,--,--,29.22,--,--,-0.96%,-0.281677,--,--,
2022-08-26,--,--,--,29.5,--,--,-4.12%,-1.2675,--,--,
2022-08-25,--,--,--,30.77,--,--,1.74%,0.525797,--,--,
2022-08-24,--,--,--,30.24,--,--,0.28%,0.084503,--,--,
2022-08-23,--,--,--,30.16,--,--,-0.06%,-0.018778,--,--,
2022-08-22,--,--,--,30.18,--,--,-2.67%,-0.826254,--,--,
2022-08-19,--,--,--,31,--,--,-1.96%,-0.619688,--,--,
2022-08-18,--,--,--,31.62,--,--,0.30%,0.093891,--,--,
2022-08-17,--,--,--,31.53,--,--,-1.18%,-0.375568,--,--,
2022-08-16,--,--,--,31.9,--,--,-0.26%,-0.084504,--,--,
2022-08-15,--,--,--,31.99,--,--,0.80%,0.25351,--,--,
2022-08-12,--,--,--,31.74,--,--,2.05%,0.638468,--,--,
2022-08-11,--,--,--,31.1,--,--,-0.63%,-0.197174,--,--,
2022-08-10,--,--,--,31.29,--,--,2.81%,0.85442,--,--,
2022-08-09,--,--,--,30.44,--,--,-1.13%,-0.347402,--,--,
2022-08-08,--,--,--,30.79,--,--,-0.40%,-0.12206,--,--,
2022-08-05,--,--,--,30.91,--,--,-0.75%,-0.23473,--,--,
2022-08-04,--,--,--,31.14,--,--,0.45%,0.140837,--,--,
2022-08-03,--,--,--,31,--,--,2.74%,0.826254,--,--,
2022-08-02,--,--,--,30.18,--,--,-0.34%,-0.103282,--,--,
2022-07-29,--,--,--,30.28,--,--,1.77%,0.525797,--,--,
2022-07-28,--,--,--,29.75,--,--,0.92%,0.272288,--,--,
2022-07-27,--,--,--,29.48,--,--,4.22%,1.1924,--,--,
2022-07-26,--,--,--,28.29,--,--,-1.95%,-0.563354,--,--,
2022-07-25,--,--,--,28.85,--,--,-0.58%,-0.169006,--,--,
2022-07-22,--,--,--,29.02,--,--,-1.75%,-0.516408,--,--,
2022-07-21,--,--,--,29.54,--,--,1.45%,0.422516,--,--,
2022-07-20,--,--,--,29.12,--,--,1.54%,0.441294,--,--,
2022-07-19,--,--,--,28.67,--,--,3.07%,0.854419,--,--,
2022-07-18,--,--,--,27.82,--,--,-0.90%,-0.253508,--,--,
2022-07-15,--,--,--,28.07,--,--,1.84%,0.507018,--,--,
2022-07-14,--,--,--,27.57,--,--,0.34%,0.093893,--,--,
2022-07-13,--,--,--,27.47,--,--,-0.14%,-0.037558,--,--,
2022-07-12,--,--,--,27.51,--,--,-0.98%,-0.272286,--,--,
2022-07-11,--,--,--,27.78,--,--,-2.18%,-0.619691,--,--,
2022-07-08,--,--,--,28.4,--,--,0.13%,0.037558,--,--,
2022-07-07,--,--,--,28.36,--,--,2.13%,0.59152,--,--,
2022-07-06,--,--,--,27.77,--,--,0.61%,0.169007,--,--,
2022-07-05,--,--,--,27.6,--,--,1.73%,0.469461,--,--,
2022-07-04,--,--,--,27.13,--,--,0.70%,0.187786,--,--,
2022-06-30,--,--,--,26.95,--,--,-1.31%,-0.356792,--,--,
2022-06-29,--,--,--,27.3,--,--,0.17%,0.046948,--,--,
2022-06-28,--,--,--,27.26,--,--,-3.07%,-0.863811,--,--,
2022-06-27,--,--,--,28.12,--,--,-0.80%,-0.225342,--,--,
2022-06-24,--,--,--,28.35,--,--,3.46%,0.948313,--,--,
2022-06-23,--,--,--,27.4,--,--,1.46%,0.394348,--,--,
2022-06-22,--,--,--,27,--,--,-0.17%,-0.046946,--,--,
2022-06-21,--,--,--,27.05,--,--,2.53%,0.666636,--,--,
2022-06-20,--,--,--,26.38,--,--,-0.04%,-0.009389,--,--,
2022-06-17,--,--,--,26.39,--,--,1.22%,0.319233,--,--,
2022-06-16,--,--,--,26.07,--,--,-4.01%,-1.0892,--,--,
