Date,Open,High,Low,Close,VWAP,Volume,Return,$ Chg,Trade Val,# Trades,
2022-06-15,--,--,--,27.16,--,--,2.48%,0.657247,--,--,
2022-06-14,--,--,--,26.51,--,--,0.25%,0.065724,--,--,
2022-06-13,--,--,--,26.44,--,--,-4.70%,-1.3051,--,--,
2022-06-10,--,--,--,27.75,--,--,-3.59%,-1.0328,--,--,
2022-06-09,--,--,--,28.78,--,--,-2.76%,-0.816864,--,--,
2022-06-08,--,--,--,29.59,--,--,-0.72%,-0.215953,--,--,
2022-06-07,--,--,--,29.81,--,--,0.86%,0.25351,--,--,
2022-06-06,--,--,--,29.56,--,--,0.42%,0.122059,--,--,
2022-06-03,--,--,--,29.44,--,--,-2.64%,-0.798083,--,--,
2022-06-02,--,--,--,30.23,--,--,2.74%,0.807473,--,--,
2022-06-01,--,--,--,29.43,--,--,-0.76%,-0.225342,--,--,
2022-05-31,--,--,--,29.65,--,--,-0.32%,-0.093893,--,--,
2022-05-30,--,--,--,29.75,--,--,0.00%,--,--,--,
2022-05-27,--,--,--,29.75,--,--,3.26%,0.938924,--,--,
2022-05-26,--,--,--,28.81,--,--,2.78%,0.779307,--,--,
2022-05-25,--,--,--,28.03,--,--,1.46%,0.403737,--,--,
2022-05-24,--,--,--,27.62,--,--,-0.54%,-0.150229,--,--,
2022-05-20,--,--,--,27.77,--,--,-0.34%,-0.093892,--,--,
2022-05-19,--,--,--,27.87,--,--,-0.40%,-0.11267,--,--,
2022-05-18,--,--,--,27.98,--,--,-5.07%,-1.4929,--,--,
2022-05-17,--,--,--,29.47,--,--,2.62%,0.751139,--,--,
2022-05-16,--,--,--,28.72,--,--,-1.13%,-0.328624,--,--,
2022-05-13,--,--,--,29.05,--,--,3.65%,1.0234,--,--,
2022-05-12,--,--,--,28.03,--,--,-0.17%,-0.046946,--,--,
2022-05-11,--,--,--,28.07,--,--,-3.08%,-0.891978,--,--,
2022-05-10,--,--,--,28.97,--,--,1.31%,0.37557,--,--,
2022-05-09,--,--,--,28.59,--,--,-4.03%,-1.2018,--,--,
2022-05-06,--,--,--,29.79,--,--,-1.21%,-0.36618,--,--,
2022-05-05,--,--,--,30.16,--,--,-5.03%,-1.5962,--,--,
2022-05-04,--,--,--,31.75,--,--,3.39%,1.0422,--,--,
2022-05-03,--,--,--,30.71,--,--,0.09%,0.028168,--,--,
2022-05-02,--,--,--,30.68,--,--,1.68%,0.507019,--,--,
2022-04-29,--,--,--,30.18,--,--,-4.49%,-1.4178,--,--,
2022-04-28,--,--,--,31.59,--,--,3.51%,1.0704,--,--,
2022-04-27,--,--,--,30.52,--,--,-0.06%,-0.018778,--,--,
2022-04-26,--,--,--,30.54,--,--,-3.90%,-1.2394,--,--,
2022-04-25,--,--,--,31.78,--,--,1.32%,0.413125,--,--,
2022-04-22,--,--,--,31.37,--,--,-2.71%,-0.873198,--,--,
2022-04-21,--,--,--,32.24,--,--,-2.03%,-0.666635,--,--,
2022-04-20,--,--,--,32.91,--,--,-1.49%,-0.49763,--,--,
2022-04-19,--,--,--,33.41,--,--,2.15%,0.704192,--,--,
2022-04-18,--,--,--,32.7,--,--,0.12%,0.037558,--,--,
2022-04-14,--,--,--,32.67,--,--,-2.28%,-0.760528,--,--,
2022-04-13,--,--,--,33.43,--,--,1.98%,0.647857,--,--,
2022-04-12,--,--,--,32.78,--,--,-0.34%,-0.11267,--,--,
2022-04-11,--,--,--,32.89,--,--,-2.37%,-0.798086,--,--,
2022-04-08,--,--,--,33.69,--,--,-1.40%,-0.47885,--,--,
2022-04-07,--,--,--,34.17,--,--,0.22%,0.075113,--,--,
2022-04-06,--,--,--,34.09,--,--,-2.18%,-0.760528,--,--,
2022-04-05,--,--,--,34.85,--,--,-2.21%,-0.788695,--,--,
2022-04-04,--,--,--,35.64,--,--,1.99%,0.694803,--,--,
2022-04-01,--,--,--,34.95,--,--,0.16%,0.056336,--,--,
2022-03-31,--,--,--,34.89,--,--,-1.51%,-0.535187,--,--,
2022-03-30,--,--,--,35.43,--,--,-1.10%,-0.394347,--,--,
2022-03-29,--,--,--,35.82,--,--,1.65%,0.582132,--,--,
2022-03-28,--,--,--,35.24,--,--,1.57%,0.544576,--,--,
2022-03-25,--,--,--,34.69,--,--,-0.11%,-0.037558,--,--,
2022-03-24,--,--,--,34.73,--,--,2.18%,0.741751,--,--,
2022-03-23,--,--,--,33.99,--,--,-1.42%,-0.488241,--,--,
2022-03-22,--,--,--,34.48,--,--,1.92%,0.647857,--,--,
2022-03-21,--,--,--,33.83,--,--,-0.30%,-0.103281,--,--,
2022-03-18,--,--,--,33.93,--,--,2.12%,0.704191,--,--,
2022-03-17,--,--,--,33.23,--,--,1.14%,0.37557,--,--,
2022-03-16,--,--,--,32.85,--,--,3.64%,1.1549,--,--,
2022-03-15,--,--,--,31.7,--,--,3.18%,0.97648,--,--,
2022-03-14,--,--,--,30.72,--,--,-1.92%,-0.600911,--,--,
2022-03-11,--,--,--,31.32,--,--,-2.14%,-0.685414,--,--,
2022-03-10,--,--,--,32.01,--,--,-1.07%,-0.347402,--,--,
2022-03-09,--,--,--,32.36,--,--,3.58%,1.1173,--,--,
2022-03-08,--,--,--,31.24,--,--,-0.42%,-0.13145,--,--,
2022-03-07,--,--,--,31.37,--,--,-3.77%,-1.23,--,--,
2022-03-04,--,--,--,32.6,--,--,-1.42%,-0.469462,--,--,
2022-03-03,--,--,--,33.07,--,--,-1.43%,-0.478851,--,--,
2022-03-02,--,--,--,33.55,--,--,1.68%,0.553965,--,--,
2022-03-01,--,--,--,32.99,--,--,-1.65%,-0.553965,--,--,
2022-02-28,--,--,--,33.55,--,--,0.34%,0.112671,--,--,
2022-02-25,--,--,--,33.44,--,--,1.51%,0.497628,--,--,
2022-02-24,--,--,--,32.94,--,--,3.45%,1.0985,--,--,
2022-02-23,--,--,--,31.84,--,--,-2.61%,-0.85442,--,--,
2022-02-22,--,--,--,32.69,--,--,-0.97%,-0.319234,--,--,
2022-02-18,--,--,--,33.01,--,--,-1.18%,-0.394348,--,--,
2022-02-17,--,--,--,33.41,--,--,-2.95%,-1.014,--,--,
2022-02-16,--,--,--,34.42,--,--,-0.11%,-0.037556,--,--,
2022-02-15,--,--,--,34.46,--,--,2.49%,0.835641,--,--,
2022-02-14,--,--,--,33.62,--,--,0.08%,0.028168,--,--,
2022-02-11,--,--,--,33.59,--,--,-3.06%,-1.061,--,--,
2022-02-10,--,--,--,34.66,--,--,-2.33%,-0.826253,--,--,
2022-02-09,--,--,--,35.48,--,--,2.11%,0.732361,--,--,
2022-02-08,--,--,--,34.75,--,--,1.20%,0.413126,--,--,
2022-02-07,--,--,--,34.34,--,--,-0.84%,-0.291065,--,--,
2022-02-04,--,--,--,34.63,--,--,1.32%,0.450682,--,--,
2022-02-03,--,--,--,34.18,--,--,-4.19%,-1.4929,--,--,
2022-02-02,--,--,--,35.67,--,--,0.77%,0.272289,--,--,
2022-02-01,--,--,--,35.4,--,--,0.61%,0.215951,--,--,
2022-01-31,--,--,--,35.18,--,--,3.25%,1.1079,--,--,
2022-01-28,--,--,--,34.07,--,--,3.24%,1.0704,--,--,
2022-01-27,--,--,--,33,--,--,-1.21%,-0.403738,--,--,
2022-01-26,--,--,--,33.41,--,--,0.17%,0.056336,--,--,
2022-01-25,--,--,--,33.35,--,--,-2.50%,-0.854421,--,--,
2022-01-24,--,--,--,34.21,--,--,0.47%,0.159618,--,--,
2022-01-21,--,--,--,34.05,--,--,-2.74%,-0.957702,--,--,
2022-01-20,--,--,--,35,--,--,-1.30%,-0.460073,--,--,
2022-01-19,--,--,--,35.46,--,--,-1.07%,-0.384958,--,--,
2022-01-18,--,--,--,35.85,--,--,-2.53%,-0.929534,--,--,
2022-01-17,--,--,--,36.78,--,--,-0.03%,-0.00939,--,--,
2022-01-14,--,--,--,36.79,--,--,0.75%,0.272288,--,--,
2022-01-13,--,--,--,36.51,--,--,-2.56%,-0.957701,--,--,
2022-01-12,--,--,--,37.47,--,--,0.38%,0.140838,--,--,
2022-01-11,--,--,--,37.33,--,--,1.45%,0.535186,--,--,
2022-01-10,--,--,--,36.8,--,--,0.15%,0.056335,--,--,
2022-01-07,--,--,--,36.74,--,--,-1.09%,-0.403736,--,--,
2022-01-06,--,--,--,37.14,--,--,-0.05%,-0.01878,--,--,
2022-01-05,--,--,--,37.16,--,--,-3.13%,-1.2018,--,--,
2022-01-04,--,--,--,38.36,--,--,-0.24%,-0.093892,--,--,
2021-12-31,--,--,--,38.46,--,--,-0.68%,-0.262899,--,--,
2021-12-30,--,--,--,38.72,--,--,-0.36%,-0.140839,--,--,
2021-12-29,--,--,--,38.86,--,--,1.10%,0.422516,--,--,
2021-12-24,--,--,--,38.44,--,--,0.00%,--,--,--,
2021-12-23,--,--,--,38.44,--,--,0.79%,0.300456,--,--,
2021-12-22,--,--,--,38.14,--,--,1.17%,0.441294,--,--,
2021-12-21,--,--,--,37.7,--,--,2.32%,0.85442,--,--,
2021-12-20,--,--,--,36.84,--,--,-1.13%,-0.422516,--,--,
2021-12-17,--,--,--,37.27,--,--,-0.40%,-0.150227,--,--,
2021-12-16,--,--,--,37.42,--,--,-2.62%,-1.0046,--,--,
2021-12-15,--,--,--,38.42,--,--,2.35%,0.882588,--,--,
2021-12-14,--,--,--,37.54,--,--,-1.04%,-0.394349,--,--,
2021-12-13,--,--,--,37.93,--,--,-1.54%,-0.59152,--,--,
2021-12-10,--,--,--,38.52,--,--,1.13%,0.431904,--,--,
2021-12-09,--,--,--,38.09,--,--,-1.48%,-0.572743,--,--,
2021-12-08,--,--,--,38.66,--,--,0.42%,0.159616,--,--,
2021-12-07,--,--,--,38.51,--,--,2.96%,1.1079,--,--,
2021-12-06,--,--,--,37.4,--,--,0.84%,0.309845,--,--,
2021-12-03,--,--,--,37.09,--,--,-1.74%,-0.657246,--,--,
2021-12-02,--,--,--,37.74,--,--,0.73%,0.272288,--,--,
2021-12-01,--,--,--,37.47,--,--,-1.60%,-0.610301,--,--,
2021-11-30,--,--,--,38.08,--,--,-1.60%,-0.619689,--,--,
2021-11-29,--,--,--,38.7,--,--,2.33%,0.882588,--,--,
2021-11-26,--,--,--,37.82,--,--,-2.07%,-0.798086,--,--,
2021-11-25,--,--,--,38.62,--,--,0.00%,--,--,--,
2021-11-24,--,--,--,38.62,--,--,0.37%,0.14084,--,--,
2021-11-23,--,--,--,38.48,--,--,-0.46%,-0.178396,--,--,
2021-11-22,--,--,--,38.66,--,--,-1.15%,-0.450682,--,--,
2021-11-19,--,--,--,39.11,--,--,0.58%,0.22534,--,--,
2021-11-18,--,--,--,38.88,--,--,1.07%,0.413127,--,--,
2021-11-17,--,--,--,38.47,--,--,0.00%,--,--,--,
2021-11-16,--,--,--,38.47,--,--,0.76%,0.291066,--,--,
2021-11-15,--,--,--,38.18,--,--,-0.07%,-0.028168,--,--,
2021-11-12,--,--,--,38.2,--,--,1.04%,0.394348,--,--,
2021-11-11,--,--,--,37.81,--,--,0.30%,0.112671,--,--,
2021-11-10,--,--,--,37.7,--,--,-1.42%,-0.544576,--,--,
2021-11-09,--,--,--,38.24,--,--,-0.71%,-0.272287,--,--,
2021-11-08,--,--,--,38.51,--,--,-0.15%,-0.056336,--,--,
2021-11-05,--,--,--,38.57,--,--,0.10%,0.037558,--,--,
2021-11-04,--,--,--,38.53,--,--,1.26%,0.478851,--,--,
2021-11-03,--,--,--,38.05,--,--,1.07%,0.403737,--,--,
2021-11-02,--,--,--,37.65,--,--,0.43%,0.159616,--,--,
2021-11-01,--,--,--,37.49,--,--,0.33%,0.12206,--,--,
2021-10-29,--,--,--,37.37,--,--,0.51%,0.187785,--,--,
2021-10-28,--,--,--,37.18,--,--,1.10%,0.403737,--,--,
2021-10-27,--,--,--,36.78,--,--,0.23%,0.084502,--,--,
2021-10-26,--,--,--,36.69,--,--,0.28%,0.103282,--,--,
2021-10-25,--,--,--,36.59,--,--,1.01%,0.36618,--,--,
2021-10-22,--,--,--,36.22,--,--,-0.85%,-0.309845,--,--,
2021-10-21,--,--,--,36.53,--,--,0.67%,0.244121,--,--,
2021-10-20,--,--,--,36.29,--,--,-0.16%,-0.056336,--,--,
2021-10-19,--,--,--,36.35,--,--,0.68%,0.24412,--,--,
2021-10-18,--,--,--,36.1,--,--,1.00%,0.356791,--,--,
2021-10-15,--,--,--,35.74,--,--,0.61%,0.215952,--,--,
2021-10-14,--,--,--,35.53,--,--,1.83%,0.638469,--,--,
2021-10-13,--,--,--,34.89,--,--,0.76%,0.262899,--,--,
2021-10-12,--,--,--,34.63,--,--,-1.05%,-0.366181,--,--,
2021-10-08,--,--,--,34.99,--,--,-0.53%,-0.187785,--,--,
2021-10-07,--,--,--,35.18,--,--,0.89%,0.309846,--,--,
2021-10-06,--,--,--,34.87,--,--,0.62%,0.215951,--,--,
2021-10-05,--,--,--,34.66,--,--,1.37%,0.469462,--,--,
2021-10-04,--,--,--,34.19,--,--,-2.15%,-0.751138,--,--,
2021-10-01,--,--,--,34.94,--,--,0.68%,0.23473,--,--,
2021-09-30,--,--,--,34.7,--,--,-0.43%,-0.150228,--,--,
2021-09-29,--,--,--,34.85,--,--,-0.11%,-0.037556,--,--,
2021-09-28,--,--,--,34.89,--,--,-2.88%,-1.0328,--,--,
2021-09-27,--,--,--,35.92,--,--,-0.80%,-0.291066,--,--,
2021-09-24,--,--,--,36.21,--,--,0.08%,0.028167,--,--,
2021-09-23,--,--,--,36.19,--,--,0.92%,0.328623,--,--,
2021-09-22,--,--,--,35.86,--,--,0.98%,0.347403,--,--,
2021-09-21,--,--,--,35.51,--,--,0.11%,0.037556,--,--,
2021-09-20,--,--,--,35.47,--,--,-2.12%,-0.769917,--,--,
2021-09-17,--,--,--,36.24,--,--,-1.18%,-0.431905,--,--,
2021-09-16,--,--,--,36.67,--,--,0.08%,0.028168,--,--,
2021-09-15,--,--,--,36.65,--,--,0.78%,0.281676,--,--,
2021-09-14,--,--,--,36.36,--,--,-0.31%,-0.112671,--,--,
2021-09-13,--,--,--,36.48,--,--,-0.05%,-0.018777,--,--,
2021-09-10,--,--,--,36.5,--,--,-0.79%,-0.291067,--,--,
2021-09-09,--,--,--,36.79,--,--,-0.36%,-0.131449,--,--,
2021-09-08,--,--,--,36.92,--,--,-0.36%,-0.13145,--,--,
2021-09-07,--,--,--,37.05,--,--,0.13%,0.046946,--,--,
2021-09-03,--,--,--,37,--,--,0.31%,0.112672,--,--,
2021-09-02,--,--,--,36.89,--,--,-0.03%,-0.009389,--,--,
2021-09-01,--,--,--,36.9,--,--,0.18%,0.065725,--,--,
2021-08-31,--,--,--,36.83,--,--,-0.13%,-0.046947,--,--,
2021-08-30,--,--,--,36.88,--,--,1.11%,0.403736,--,--,
2021-08-27,--,--,--,36.48,--,--,0.99%,0.356791,--,--,
2021-08-26,--,--,--,36.12,--,--,-0.57%,-0.206562,--,--,
2021-08-25,--,--,--,36.33,--,--,0.08%,0.028167,--,--,
2021-08-24,--,--,--,36.3,--,--,0.26%,0.093893,--,--,
2021-08-23,--,--,--,36.2,--,--,1.42%,0.507018,--,--,
2021-08-20,--,--,--,35.7,--,--,1.09%,0.384959,--,--,
2021-08-19,--,--,--,35.31,--,--,0.51%,0.178396,--,--,
2021-08-18,--,--,--,35.13,--,--,-0.95%,-0.338013,--,--,
2021-08-17,--,--,--,35.47,--,--,-0.92%,-0.328623,--,--,
2021-08-16,--,--,--,35.8,--,--,0.03%,0.009389,--,--,
2021-08-13,--,--,--,35.79,--,--,0.32%,0.112671,--,--,
2021-08-12,--,--,--,35.68,--,--,0.42%,0.150227,--,--,
2021-08-11,--,--,--,35.53,--,--,-0.16%,-0.056335,--,--,
2021-08-10,--,--,--,35.59,--,--,-0.55%,-0.197174,--,--,
2021-08-09,--,--,--,35.78,--,--,0.16%,0.056335,--,--,
2021-08-06,--,--,--,35.73,--,--,-0.45%,-0.159616,--,--,
2021-08-05,--,--,--,35.89,--,--,0.66%,0.23473,--,--,
2021-08-04,--,--,--,35.65,--,--,0.13%,0.046947,--,--,
2021-08-03,--,--,--,35.6,--,--,0.69%,0.24412,--,--,
2021-07-30,--,--,--,35.36,--,--,-0.58%,-0.206563,--,--,
2021-07-29,--,--,--,35.57,--,--,0.19%,0.065725,--,--,
2021-07-28,--,--,--,35.5,--,--,0.37%,0.131448,--,--,
2021-07-27,--,--,--,35.37,--,--,-1.10%,-0.394347,--,--,
2021-07-26,--,--,--,35.76,--,--,0.08%,0.028168,--,--,
2021-07-23,--,--,--,35.74,--,--,1.17%,0.413126,--,--,
2021-07-22,--,--,--,35.32,--,--,0.64%,0.225342,--,--,
2021-07-21,--,--,--,35.1,--,--,0.76%,0.262898,--,--,
2021-07-20,--,--,--,34.83,--,--,1.23%,0.422516,--,--,
2021-07-19,--,--,--,34.41,--,--,-0.89%,-0.309845,--,--,
2021-07-16,--,--,--,34.72,--,--,-0.78%,-0.272288,--,--,
2021-07-15,--,--,--,34.99,--,--,-0.69%,-0.24412,--,--,
2021-07-14,--,--,--,35.24,--,--,0.19%,0.065724,--,--,
2021-07-13,--,--,--,35.17,--,--,-0.03%,-0.009389,--,--,
2021-07-12,--,--,--,35.18,--,--,0.35%,0.12206,--,--,
2021-07-09,--,--,--,35.06,--,--,0.70%,0.24412,--,--,
2021-07-08,--,--,--,34.82,--,--,-0.59%,-0.206563,--,--,
2021-07-07,--,--,--,35.02,--,--,0.16%,0.056335,--,--,
2021-07-06,--,--,--,34.97,--,--,0.40%,0.14084,--,--,
2021-07-05,--,--,--,34.82,--,--,0.00%,--,--,--,
2021-07-02,--,--,--,34.82,--,--,1.17%,0.403736,--,--,
2021-06-30,--,--,--,34.42,--,--,-0.11%,-0.037556,--,--,
2021-06-29,--,--,--,34.46,--,--,0.36%,0.122059,--,--,
2021-06-28,--,--,--,34.34,--,--,1.25%,0.422515,--,--,
2021-06-25,--,--,--,33.91,--,--,-0.14%,-0.046946,--,--,
2021-06-24,--,--,--,33.96,--,--,0.64%,0.215953,--,--,
2021-06-23,--,--,--,33.74,--,--,0.03%,0.009389,--,--,
2021-06-22,--,--,--,33.74,--,--,0.93%,0.309845,--,--,
2021-06-21,--,--,--,33.43,--,--,0.59%,0.197173,--,--,
2021-06-18,--,--,--,33.23,--,--,-0.79%,-0.262898,--,--,
2021-06-17,--,--,--,33.49,--,--,1.31%,0.431906,--,--,
2021-06-16,--,--,--,33.06,--,--,-0.31%,-0.103283,--,--,
2021-06-15,--,--,--,33.16,--,--,-0.68%,-0.225342,--,--,
2021-06-14,--,--,--,33.39,--,--,0.91%,0.300456,--,--,
2021-06-11,--,--,--,33.09,--,--,0.29%,0.093893,--,--,
2021-06-10,--,--,--,32.99,--,--,1.06%,0.347401,--,--,
2021-06-09,--,--,--,32.65,--,--,0.03%,0.009389,--,--,
2021-06-08,--,--,--,32.64,--,--,0.06%,0.018779,--,--,
2021-06-07,--,--,--,32.62,--,--,0.23%,0.075114,--,--,
2021-06-04,--,--,--,32.54,--,--,1.76%,0.563354,--,--,
2021-06-03,--,--,--,31.98,--,--,-1.05%,-0.338012,--,--,
2021-06-02,--,--,--,32.32,--,--,0.15%,0.046946,--,--,
2021-06-01,--,--,--,32.27,--,--,-0.23%,-0.075115,--,--,
2021-05-31,--,--,--,32.35,--,--,0.00%,--,--,--,
2021-05-28,--,--,--,32.35,--,--,0.20%,0.065725,--,--,
2021-05-27,--,--,--,32.28,--,--,-0.32%,-0.103281,--,--,
2021-05-26,--,--,--,32.38,--,--,0.35%,0.112671,--,--,
2021-05-25,--,--,--,32.27,--,--,1.78%,0.563353,--,--,
2021-05-21,--,--,--,31.71,--,--,-0.59%,-0.187785,--,--,
2021-05-20,--,--,--,31.9,--,--,1.89%,0.591522,--,--,
2021-05-19,--,--,--,31.3,--,--,0.15%,0.046946,--,--,
2021-05-18,--,--,--,31.26,--,--,-0.69%,-0.215952,--,--,
2021-05-17,--,--,--,31.47,--,--,-0.59%,-0.187785,--,--,
2021-05-14,--,--,--,31.66,--,--,2.12%,0.657246,--,--,
2021-05-13,--,--,--,31,--,--,-1.79%,-0.563353,--,--,
2021-05-12,--,--,--,31.57,--,--,0.00%,--,--,--,
2021-05-11,--,--,--,31.57,--,--,-0.06%,-0.018778,--,--,
2021-05-10,--,--,--,31.59,--,--,-2.58%,-0.835641,--,--,
2021-05-07,--,--,--,32.42,--,--,0.79%,0.253508,--,--,
2021-05-06,--,--,--,32.17,--,--,0.82%,0.262899,--,--,
2021-05-05,--,--,--,31.9,--,--,-0.29%,-0.093893,--,--,
2021-05-04,--,--,--,32,--,--,-1.84%,-0.60091,--,--,
2021-05-03,--,--,--,32.6,--,--,-0.46%,-0.150228,--,--,
2021-04-30,--,--,--,32.75,--,--,-0.74%,-0.24412,--,--,
2021-04-29,--,--,--,32.99,--,--,0.46%,0.150228,--,--,
2021-04-28,--,--,--,32.84,--,--,-0.46%,-0.150228,--,--,
2021-04-27,--,--,--,32.99,--,--,-0.45%,-0.150229,--,--,
2021-04-26,--,--,--,33.14,--,--,0.54%,0.178396,--,--,
2021-04-23,--,--,--,32.97,--,--,1.30%,0.422516,--,--,
2021-04-22,--,--,--,32.54,--,--,-1.23%,-0.403737,--,--,
2021-04-21,--,--,--,32.95,--,--,0.83%,0.272287,--,--,
2021-04-20,--,--,--,32.67,--,--,-0.66%,-0.215951,--,--,
2021-04-19,--,--,--,32.89,--,--,-0.96%,-0.319235,--,--,
2021-04-16,--,--,--,33.21,--,--,0.11%,0.037557,--,--,
2021-04-15,--,--,--,33.17,--,--,1.61%,0.525797,--,--,
2021-04-14,--,--,--,32.65,--,--,-1.31%,-0.431905,--,--,
2021-04-13,--,--,--,33.08,--,--,1.18%,0.384959,--,--,
2021-04-12,--,--,--,32.69,--,--,-0.17%,-0.056335,--,--,
2021-04-09,--,--,--,32.75,--,--,0.61%,0.197174,--,--,
2021-04-08,--,--,--,32.55,--,--,1.02%,0.328623,--,--,
2021-04-07,--,--,--,32.22,--,--,0.29%,0.093892,--,--,
2021-04-06,--,--,--,32.13,--,--,-0.12%,-0.037557,--,--,
2021-04-05,--,--,--,32.17,--,--,2.03%,0.638467,--,--,
2021-04-01,--,--,--,31.53,--,--,1.79%,0.553966,--,--,
2021-03-31,--,--,--,30.98,--,--,1.51%,0.460072,--,--,
2021-03-30,--,--,--,30.52,--,--,-0.52%,-0.159617,--,--,
2021-03-29,--,--,--,30.67,--,--,-0.12%,-0.037557,--,--,
2021-03-26,--,--,--,30.71,--,--,1.55%,0.469462,--,--,
2021-03-25,--,--,--,30.24,--,--,-0.16%,-0.046946,--,--,
2021-03-24,--,--,--,30.29,--,--,-1.68%,-0.516407,--,--,
2021-03-23,--,--,--,30.81,--,--,-0.52%,-0.159618,--,--,
2021-03-22,--,--,--,30.97,--,--,1.70%,0.516408,--,--,
2021-03-19,--,--,--,30.45,--,--,0.62%,0.187784,--,--,
2021-03-18,--,--,--,30.26,--,--,-3.10%,-0.96709,--,--,
2021-03-17,--,--,--,31.23,--,--,0.39%,0.122059,--,--,
2021-03-16,--,--,--,31.11,--,--,0.52%,0.159617,--,--,
2021-03-15,--,--,--,30.95,--,--,1.10%,0.338013,--,--,
2021-03-12,--,--,--,30.61,--,--,-0.88%,-0.272288,--,--,
2021-03-11,--,--,--,30.88,--,--,2.33%,0.704193,--,--,
2021-03-10,--,--,--,30.18,--,--,-0.31%,-0.093893,--,--,
2021-03-09,--,--,--,30.27,--,--,4.00%,1.1643,--,--,
2021-03-08,--,--,--,29.11,--,--,-2.91%,-0.873199,--,--,
2021-03-05,--,--,--,29.98,--,--,1.66%,0.48824,--,--,
2021-03-04,--,--,--,29.49,--,--,-1.72%,-0.516408,--,--,
2021-03-03,--,--,--,30.01,--,--,-2.89%,-0.891977,--,--,
2021-03-02,--,--,--,30.9,--,--,-1.67%,-0.525797,--,--,
2021-03-01,--,--,--,31.43,--,--,2.86%,0.873199,--,--,
2021-02-26,--,--,--,30.55,--,--,0.62%,0.187785,--,--,
2021-02-25,--,--,--,30.36,--,--,-3.46%,-1.0892,--,--,
2021-02-24,--,--,--,31.45,--,--,0.78%,0.24412,--,--,
2021-02-23,--,--,--,31.21,--,--,-0.24%,-0.075114,--,--,
2021-02-22,--,--,--,31.28,--,--,-2.60%,-0.835642,--,--,
2021-02-19,--,--,--,32.12,--,--,-0.44%,-0.140839,--,--,
2021-02-18,--,--,--,32.26,--,--,-0.44%,-0.140838,--,--,
2021-02-17,--,--,--,32.4,--,--,-0.52%,-0.169007,--,--,
2021-02-16,--,--,--,32.57,--,--,-0.26%,-0.084502,--,--,
2021-02-12,--,--,--,32.66,--,--,0.55%,0.178395,--,--,
2021-02-11,--,--,--,32.48,--,--,0.58%,0.187785,--,--,
2021-02-10,--,--,--,32.29,--,--,-0.23%,-0.075114,--,--,
2021-02-09,--,--,--,32.36,--,--,-0.09%,-0.028168,--,--,
2021-02-08,--,--,--,32.39,--,--,0.64%,0.206563,--,--,
2021-02-05,--,--,--,32.19,--,--,0.32%,0.103282,--,--,
2021-02-04,--,--,--,32.08,--,--,1.21%,0.384959,--,--,
2021-02-03,--,--,--,31.7,--,--,-0.41%,-0.13145,--,--,
2021-02-02,--,--,--,31.83,--,--,1.56%,0.488241,--,--,
2021-02-01,--,--,--,31.34,--,--,2.49%,0.760527,--,--,
2021-01-29,--,--,--,30.58,--,--,-2.08%,-0.647856,--,--,
2021-01-28,--,--,--,31.23,--,--,0.67%,0.206562,--,--,
2021-01-27,--,--,--,31.02,--,--,-2.77%,-0.882587,--,--,
2021-01-26,--,--,--,31.9,--,--,0.03%,0.009388,--,--,
2021-01-25,--,--,--,31.9,--,--,0.86%,0.272289,--,--,
2021-01-22,--,--,--,31.62,--,--,-0.27%,-0.084504,--,--,
2021-01-21,--,--,--,31.71,--,--,0.81%,0.25351,--,--,
2021-01-20,--,--,--,31.45,--,--,2.29%,0.704192,--,--,
2021-01-19,--,--,--,30.75,--,--,1.49%,0.450684,--,--,
2021-01-18,--,--,--,30.3,--,--,0.00%,--,--,--,
2021-01-15,--,--,--,30.3,--,--,-0.74%,-0.225342,--,--,
2021-01-14,--,--,--,30.52,--,--,-0.58%,-0.178395,--,--,
2021-01-13,--,--,--,30.7,--,--,0.65%,0.197174,--,--,
2021-01-12,--,--,--,30.51,--,--,-0.09%,-0.028169,--,--,
2021-01-11,--,--,--,30.53,--,--,-1.54%,-0.47885,--,--,
2021-01-08,--,--,--,31.01,--,--,1.26%,0.384958,--,--,
2021-01-07,--,--,--,30.63,--,--,2.48%,0.74175,--,--,
2021-01-06,--,--,--,29.89,--,--,-1.36%,-0.413126,--,--,
2021-01-05,--,--,--,30.3,--,--,0.84%,0.253509,--,--,
2021-01-04,--,--,--,30.05,--,--,-1.51%,-0.460072,--,--,
2020-12-31,--,--,--,30.51,--,--,0.31%,0.093892,--,--,
2020-12-30,--,--,--,30.41,--,--,0.00%,--,--,--,
2020-12-29,--,--,--,30.41,--,--,1.47%,0.441294,--,--,
2020-12-24,--,--,--,29.97,--,--,0.00%,--,--,--,
2020-12-23,--,--,--,29.97,--,--,-0.53%,-0.159617,--,--,
2020-12-22,--,--,--,30.13,--,--,0.22%,0.065724,--,--,
2020-12-21,--,--,--,30.06,--,--,-0.34%,-0.103281,--,--,
2020-12-18,--,--,--,30.17,--,--,-0.09%,-0.028168,--,--,
2020-12-17,--,--,--,30.2,--,--,0.66%,0.197174,--,--,
2020-12-16,--,--,--,30,--,--,0.57%,0.169006,--,--,
2020-12-15,--,--,--,29.83,--,--,1.05%,0.309845,--,--,
2020-12-14,--,--,--,29.52,--,--,0.67%,0.197173,--,--,
2020-12-11,--,--,--,29.32,--,--,-0.19%,-0.056335,--,--,
2020-12-10,--,--,--,29.38,--,--,0.29%,0.084504,--,--,
